timestamp,age,gender,education,device,eyecolour,colourblind,learntype,vistools,exp1,exp2,exp3,exp4,scenario1,scenario2,scenario3,scenario4,pie,donut,treemap,bar,stacked,funnel,angle1,angle2,arc1,arc2,area1,area2,comments,confidence
20/02/2018 00:30,23,Male,Ordinary Bachelor Degree,Mobile Phone,Brown,No,3,"Excel, Powerpoint, Adobe Illustrator",75,39.7,90,25,Option 2,Option 1,Option 2,Option 1,33,10,40,80,10,99,165,175,33,30,10,18,,4
20/02/2018 04:54,24,None,Honours Bachelor Degree,Desktop/Laptop Computer,Blue,No,2,Excel,75,39.7,90,25,Option 2,Option 2,Option 2,Option 2,20,10,42,80,8,45,160,175,20,30,10,33,,3
20/02/2018 08:10,30,Female,Honours Bachelor Degree,Mobile Phone,Blue,No,3,"Excel, Powerpoint",75,40,90,25,Option 2,Option 1,Option 1,Option 1,40,20,50,80,10,50,100,175,20,30,15,25,,5
20/02/2018 16:28,25,Female,Honours Bachelor Degree,Desktop/Laptop Computer,blue-green,No,1,"Excel, Powerpoint, Python",75,39.7,90,25,Option 2,Option 2,Option 1,Option 4,12.5,10,50,80,5,40,150,175,12,27,10,25,,3
20/02/2018 18:42,23,Male,Masters Degree,Mobile Phone,Blue,No,2,Powerpoint,75,40,90,30,Option 2,Option 2,Option 1,Option 1,20,7,45,80,5,40,135,170,16,27,12,25,None of these really asses proper info graphics. Don't focus on typical charts. Have a search of infographics on Pinterest and see what the are really like,3
21/02/2018 00:13,25,Male,Honours Bachelor Degree,Mobile Phone,Brown,No,2,"Excel, Powerpoint, Python, MATLAB",75,39.7,90,25,Option 2,Option 2,Option 1,Option 1,20,7,45,80,5,50,125,170,20,28,15,30,,3
21/02/2018 01:02,25,Female,Honours Bachelor Degree,Mobile Phone,Blue,No,2,Powerpoint,75,50,90,30,Option 2,Option 2,Option 2,Option 3,18,12,40,70,10,50,115,173,18,25,15,35,I am less good at visual learning than I thought. ,3
21/02/2018 08:41,22,Male,Honours Bachelor Degree,Mobile Phone,Blue,No,2,"Powerpoint, Python, R, MATLAB",75,39.7,90,25,Option 2,Option 2,Option 2,Option 3,18,10,40,75,5,39.7,120,170,15,25,15,33,,3
21/02/2018 14:51,,,,Desktop/Laptop Computer,"White around the edges, black in the middle",No,2,,75,50,90,30,Option 2,Option 2,Option 1,Option 1,15,33,65,75,7,50,150,170,20,25,7,30,quite an abstract exercise. ,3
21/02/2018 16:46,30,Male,Honours Bachelor Degree,Mobile Phone,Blue,No,1,,75,39.7,90,25,Option 2,Option 2,Option 2,Option 3,16,8,40,80,4,50,120,170,15,25,15,40,,4
21/02/2018 17:57,23,Female,Leaving Certificate,Desktop/Laptop Computer,Green,No,3,,75,39.7,90,25,Option 2,Option 2,Option 2,Option 3,25,40,45,80,5,45,120,170,15,35,10,40,,4
21/02/2018 22:57,25,Female,Masters Degree,Mobile Phone,Brown,No,3,"Excel, Powerpoint",75,39.7,90,25,Option 2,Option 2,Option 2,Option 3,20,17,48,78,15,40,125,175,17,26,10,35,,3
22/02/2018 10:33,34,Male,Honours Bachelor Degree,Mobile Phone,Green,No,3,Powerpoint,75,39.7,90,25,Option 2,Option 1,Option 2,Option 3,15,10,40,75,5,40,120,165,15,20,15,25,,4
22/02/2018 14:20,24,Male,Honours Bachelor Degree,Desktop/Laptop Computer,Blue,No,2,"Excel, Python, MATLAB",75,33,90,20,Option 2,Option 2,Option 2,Option 3,18,10,45,80,5,45,135,170,17,25,10,35,"For the question with rainfall, I would have recommnended different answers depending on what the graph is trying to show i.e. the bar graphs let one read specific data better but the 3D graph shows a comparison quite well",4
22/02/2018 15:18,23,Male,Honours Bachelor Degree,Mobile Phone,Blue,No,1,"Powerpoint, Adobe Illustrator",75,39.7,90,25,Option 2,Option 2,Option 2,Option 3,20,30,60,75,5,50,75,175,15,20,10,30,,3
25/02/2018 19:24,30,Male,Ordinary Bachelor Degree,Mobile Phone,Hazel,No,3,"Excel, Powerpoint, Tableau",75,,,,Option 2,Option 2,Option 2,Option 4,15,10,70,80,5,50,135,15,20,25,10,30,,3
25/02/2018 20:35,28,Male,Masters Degree,Desktop/Laptop Computer,grey,No,3,,75,39.7,90,25,Option 2,Option 2,Option 2,Option 3,20,10,50,75,10,40,135,175,20,25,15,30,,5
25/02/2018 21:32,29,Male,Honours Bachelor Degree,Mobile Phone,Green,No,2,,75,50,90,25,Option 2,Option 2,Option 1,Option 3,20,8,55,75,5,50,120,175,18,20,10,30,,5
25/02/2018 22:17,35,Female,Masters Degree,Mobile Phone,Brown,No,3,Adobe Illustrator,,,,,Option 2,Option 2,Option 2,Option 3,45,20,45,80,10,39.5,115,175,35,30,15,35,,5
26/02/2018 14:55,24,Female,Masters Degree,Mobile Phone,Blue,No,3,Excel,75,39.7,90,25,Option 2,Option 2,Option 2,Option 4,29,39,50,78,5,50,135,172,60,50,15,30,,3
27/02/2018 18:05,42,Male,Leaving Certificate,Desktop/Laptop Computer,Brown,Deuteranopes (red-green blindness),3,Excel,75,39.7,90,25,Option 2,Option 2,Option 2,Option 1,20,12.5,75,80,10,40,160,170,20,25,15,25,,4
,,,,,,,,,,,,,,,,,20.4375,14.609375,48.40625,77.5625,7.15625,47.1,35.26041667,46.42361111,20.59375,27.4375,12.609375,29.90625,,
,,,,,,,,,,,,,,,,,17.5,10.3,46.4,77.2,5,46.1,48,38.6,18.2,26.9,30.8,11,,
